,name,image_num,productID,price,inventory,sell_num,seller_ID,reputation,QA,buyer_num,payment,status,location,upload-time,buylimit,start_price,end,delivery,all_sell_num,update-time
19,[已含稅] IPAD數據線 IPHONE充電線 蘋果充電線 蘋果線 數據線 蘋果連接線 (2個一拍),1,21651800686339,$54,99,0,ju_el,14133,0,0,"['[已含稅] IPAD數據線 IPHONE充電線 蘋果充電線 蘋果線 數據線 蘋果連接線 (2個一拍)', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', '', '', '', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '貨到付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台北市,上架時間： 2016-12-19 00:22:35,0,$54元,可能會提前結束販售,"['Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡12\xa0期0 利率每期', '5\xa0元\xa0更多分期PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款貨到付款', '全家、OK、萊爾富取貨付款', '75', '元7-11取貨付款', '75', '元郵寄寄送', '50', '元貨到付款', '95', '元']",305009,0
20,[已含稅]蘋果iphone4 micro usb iphone5充電線 一分三多功能手機數據線,1,21649702366286,$103,99,0,ju_el,14133,0,0,"['[已含稅]蘋果iphone4 micro usb iphone5充電線 一分三多功能手機數據線', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', '', '', '', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '貨到付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台北市,上架時間： 2016-12-10 22:38:53,0,$103元,可能會提前結束販售,"['Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡12\xa0期0 利率每期', '9\xa0元\xa0更多分期PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款貨到付款', '全家、OK、萊爾富取貨付款', '75', '元7-11取貨付款', '75', '元郵寄寄送', '50', '元貨到付款', '95', '元']",305009,0
21,拉不壞 iPhone 充電線 傳輸線 加長版 5 6 7 Apple Lightning iPad 系列 可用 1米5,1,21648555452658,$399,99,0,dunhilight,290,0,0,"['拉不壞 iPhone 充電線 傳輸線 加長版 5 6 7 Apple Lightning iPad 系列 可用 1米5', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', '', '', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台北市,上架時間： 2016-11-29 11:31:27,評價總分必須 ≧ 0分,$399元,可能會提前結束販售,"['支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡6\xa0期0 利率每期', '67\xa0元\xa0更多分期PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元7-11取貨', '60', '元郵寄寄送', '40', '元']",1296,0
22,拉不壞 iPhone 充電線 傳輸線 5 6 7 Apple Lightning iPad Air 1M 1米 三星通用,1,21648555433961,$299,99,0,dunhilight,290,0,0,"['拉不壞 iPhone 充電線 傳輸線 5 6 7 Apple Lightning iPad Air 1M 1米 三星通用', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', '', '', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台北市,上架時間： 2016-11-29 11:29:07,評價總分必須 ≧ 0分,$299元,可能會提前結束販售,"['支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡6\xa0期0 利率每期', '50\xa0元\xa0更多分期PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元7-11取貨', '60', '元郵寄寄送', '40', '元']",1296,0
23,【購飛】CE-LINK MFI認證 iphone充電線 數據線 Lightnings接口 1米,3,21646345597800,$199,2,6,gofreela,7670,0,3,"['【購飛】CE-LINK MFI認證 iphone充電線 數據線 Lightnings接口 1米', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.高雄市,上架時間： 2016-11-14 01:46:18,評價總分必須 ≧ 3分,$199元,可能會提前結束販售,"['PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款', '7-11取貨付款', '65', '元郵寄寄送', '80', '元']",508,0
24,[shwchg]IPhone充電線,1,21643075812133,$60,9,0,shwchg,113,1,0,"['[shwchg]IPhone充電線', '支援付款快手', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.基隆市,上架時間： 2016-10-24 10:14:24,0,$60元,可能會提前結束販售,"['支援付款快手', 'PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳面交取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元郵寄寄送', '80', '元面交取貨付款']",71,0
25,【原廠傳輸線】OPSO APPLE MFI認證 Lightning 8pin iPhone充電線1M 編織款 玫瑰金,2,21640889396860,$250,5,0,nerv2100,188,0,0,"['【原廠傳輸線】OPSO APPLE MFI認證 Lightning 8pin iPhone充電線1M 編織款 玫瑰金', '賣家保固 ', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台中市,上架時間： 2016-10-09 22:39:58,評價總分必須 ≧ 2分,$250元,可能會提前結束販售,"['賣家保固', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款面交取貨付款', '7-11取貨付款', '60', '元面交取貨面交取貨付款']",36,2018-08-31 17:01:32
26,【原廠傳輸線】OPSO APPLE MFI認證 Lightning 8pin iPhone充電線1M 編織款 土豪金,2,21640889386577,$280,5,0,nerv2100,188,0,0,"['【原廠傳輸線】OPSO APPLE MFI認證 Lightning 8pin iPhone充電線1M 編織款 土豪金', '賣家保固 ', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台中市,上架時間： 2016-10-09 22:38:35,評價總分必須 ≧ 2分,$280元,可能會提前結束販售,"['賣家保固', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款面交取貨付款', '7-11取貨付款', '60', '元面交取貨面交取貨付款']",36,0
27,【原廠傳輸線】OPSO APPLE MFI認證 Lightning 8pin iPhone充電線1M,3,21639755292157,$159,48,2,nerv2100,188,6,2,"['【原廠傳輸線】OPSO APPLE MFI認證 Lightning 8pin iPhone充電線1M', '賣家保固 ', '公司貨 ', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台中市,上架時間： 2016-09-27 13:57:13,評價總分必須 ≧ 2分,$159元,可能會提前結束販售,"['賣家保固', '公司貨', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款面交取貨付款', '7-11取貨付款', '60', '元面交取貨面交取貨付款']",36,0
28,【菲林因斯特】日本進口 三麗鷗 iPhone 充電線 // USB電源線 非傳輸線 蛋黃哥 大耳狗 布丁狗 適行動電源,1,21636522597424,$450,31,5,filminstax,5079,4,5,"['【菲林因斯特】日本進口 三麗鷗 iPhone 充電線 // USB電源線 非傳輸線 蛋黃哥 大耳狗 布丁狗 適行動電源', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台北市,上架時間： 2016-09-07 17:58:23,0,$450元,可能會提前結束販售,"['支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元7-11取貨', '60', '元郵寄寄送', '60', '元宅配/快遞', '150', '元']",2301,2019-09-18 14:59:33
