,name,image_num,productID,price,inventory,sell_num,seller_ID,reputation,QA,buyer_num,payment,status,location,upload-time,buylimit,start_price,end,delivery,all_sell_num,update-time
10,【防止過充！自動斷電充電線】蘋果專用 編織不打結 iphone 充電線 快充2.4A lightning,9,21904684329839,$269 - $288,99,1604,dodo790119,126778,14,482,"['【防止過充！自動斷電充電線】蘋果專用 編織不打結 iphone 充電線 快充2.4A lightning', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', '', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '郵局無摺存款', '貨到付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.新北市,上架時間： 2019-01-24 11:37:30,0,$269 - 288元,可能會提前結束販售,"['支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡3\xa0期0 利率每期', '90\xa0元\xa0更多分期PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳郵局無摺存款貨到付款面交取貨付款', '全家、OK、萊爾富取貨付款', '59', '元7-11取貨付款', '59', '元便利帶隔日配一日到貨說明', '55', '元', '活動１日到貨！原價$70↘限量$607-11取貨', '59', '元宅配/快遞', '79', '元貨到付款', '119', '元面交取貨付款']",927,2019-11-07 10:17:31
11,iPhone充電線 蘋果電源線公司貨開發票原廠品質傳輸線 保固一年充電 iPhone傳輸線,9,21904694218815,$120,41,382,hirich888,1131,13,191,"['iPhone充電線 蘋果電源線公司貨開發票原廠品質傳輸線 保固一年充電 iPhone傳輸線', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', '', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '銀行或郵局轉帳', '郵局無摺存款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台中市,上架時間： 2019-01-25 02:04:06,0,$120元,可能會提前結束販售,"['支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡3\xa0期0 利率每期', '40\xa0元\xa0更多分期PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款銀行或郵局轉帳郵局無摺存款', '7-11取貨付款', '60', '元7-11取貨', '60', '元']",11,2019-10-17 07:55:48
12,蘋果 套餐組 旅充組《充電器+傳輸線》保固1年 iPhone 11 X 8 7 6 iPhone充電線 Apple充電線,9,21445663189650,$210 - $370,99,169,mmxcdboy123,3362,12,131,"['蘋果 套餐組 旅充組《充電器+傳輸線》保固1年 iPhone 11 X 8 7 6 iPhone充電線 Apple充電線', '賣家保固 ', '可開收據 ', '有多種尺寸 ', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', '', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', 'PChome國際連儲值餘額', '郵局快捷貨到付款', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '宅急便「黑貓PAY貨到付款」', '銀行或郵局轉帳', '郵局無摺存款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台北市,上架時間： 2014-11-06 19:15:55,0,$210 - 370元,可能會提前結束販售,"['賣家保固', '可開收據', '有多種尺寸', '支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡3\xa0期0 利率每期', '70\xa0元\xa0更多分期PChomePay支付連 現金 (ATM、餘額、銀行支付)PChome國際連儲值餘額儲值郵局快捷貨到付款7-11取貨付款全家、OK、萊爾富取貨付款宅急便「黑貓PAY貨到付款」銀行或郵局轉帳郵局無摺存款', '全家、OK、萊爾富取貨付款', '65', '元7-11取貨付款', '65', '元7-11取貨', '65', '元宅急便「黑貓PAY貨到付款」', '100', '元郵局快捷貨到付款', '200', '元郵寄寄送', '55', '元宅配/快遞', '100', '元離島寄送', '80', '元']",294,2019-12-18 22:37:53
13,蘋果 Apple快充【PD+QC3.0快充組】mcdodo 麥多多 30W快充頭+快充線 iPhone充電線 PD 快充,9,21707288442128,$550 - $790,54,111,mmxcdboy123,3362,16,110,"['蘋果 Apple快充【PD+QC3.0快充組】mcdodo 麥多多 30W快充頭+快充線 iPhone充電線 PD 快充', '賣家保固 ', '專櫃正品 ', '可開收據 ', '附保證書 ', '有多種尺寸 ', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', '', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', 'PChome國際連儲值餘額', '郵局快捷貨到付款', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '宅急便「黑貓PAY貨到付款」', '銀行或郵局轉帳', '郵局無摺存款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台北市,上架時間： 2017-02-19 09:45:14,0,$550 - 790元,可能會提前結束販售,"['賣家保固', '專櫃正品', '可開收據', '附保證書', '有多種尺寸', '支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡3\xa0期0 利率每期', '184\xa0元\xa0更多分期PChomePay支付連 現金 (ATM、餘額、銀行支付)PChome國際連儲值餘額儲值郵局快捷貨到付款7-11取貨付款全家、OK、萊爾富取貨付款宅急便「黑貓PAY貨到付款」銀行或郵局轉帳郵局無摺存款', '全家、OK、萊爾富取貨付款', '65', '元7-11取貨付款', '65', '元7-11取貨', '65', '元宅急便「黑貓PAY貨到付款」', '100', '元郵局快捷貨到付款', '200', '元郵寄寄送', '55', '元宅配/快遞', '100', '元離島寄送', '80', '元']",294,2019-12-24 15:44:12
14,保證 最高規 iPhone 11 X 8 7 6 充電線 傳輸線 for iPhone iPad 線 快充線 保固一年,9,21306013652122,$180,59,37126,qqn78,49922,1867,18888,"['保證 最高規 iPhone 11 X 8 7 6 充電線 傳輸線 for iPhone iPad 線 快充線 保固一年', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '郵局無摺存款', '貨到付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.新北市,上架時間： 2013-06-01 00:54:08,0,$180元,可能會提前結束販售,"['支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳郵局無摺存款貨到付款面交取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元7-11取貨', '60', '元宅配/快遞', '55', '元貨到付款', '85', '元面交取貨付款']",45,2019-10-22 00:24:07
15,第三代 智能斷電快充線 iPhone Type-C Micro USB 充飽自動斷電 充電線 循環充電 傳輸線 ARZ,9,21203025900419,$388,99,23114,yuyu_sheng,226943,107,3031,"['第三代 智能斷電快充線 iPhone Type-C Micro USB 充飽自動斷電 充電線 循環充電 傳輸線 ARZ', '可開發票 ', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', '', '', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.高雄市,上架時間： 2012-03-02 21:07:33,0,$388元,可能會提前結束販售,"['可開發票', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡6\xa0期0 利率每期', '65\xa0元\xa0更多分期PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元便利帶隔日配一日到貨說明', '70', '元', '活動１日到貨！原價$70↘限量$60宅配/快遞', '100', '元']",1059,2020-01-13 10:08:24
16,【第二代升級版智慧線】麥多多 蘋果智慧斷電+自動補電有燈號蘋果智能iPhone數據充電線2.4A防止過充快充線,9,21909976617793,$165 - $185,99,202,miicase,7501,5,173,"['【第二代升級版智慧線】麥多多 蘋果智慧斷電+自動補電有燈號蘋果智能iPhone數據充電線2.4A防止過充快充線', '賣家保固 ', '有多種顏色 ', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.新北市,上架時間： 2019-02-27 11:00:39,評價總分必須 ≧ 0分,$165 - 185元,可能會提前結束販售,"['賣家保固', '有多種顏色', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元7-11取貨', '60', '元宅配/快遞', '90', '元']",161,2019-11-30 08:41:51
17,一年保固【Iphone充電器+充電線】 Iphone充電線 豆腐頭 手機充電線 充電頭 傳輸線 充電器【AB260】,9,21913485523025,$299,99,12,yyuaican,8245,0,9,"['一年保固【Iphone充電器+充電線】 Iphone充電線 豆腐頭 手機充電線 充電頭 傳輸線 充電器【AB260】', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.新北市,上架時間： 2019-03-27 14:30:53,0,$299元,可能會提前結束販售,"['Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款面交取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元便利帶隔日配一日到貨說明', '70', '元', '活動１日到貨！原價$70↘限量$607-11取貨', '60', '元宅配/快遞', '80', '元離島寄送', '100', '元面交取貨面交取貨付款']",415,2019-04-01 15:21:36
18,【麥多多雙彎頭傳輸充電線】cool遊戲王安卓/新安卓typec/蘋果iPhone52A智能加長快充線手機傳輸充電線,9,21909976433216,$90 - $110,99,439,miicase,7501,14,323,"['【麥多多雙彎頭傳輸充電線】cool遊戲王安卓/新安卓typec/蘋果iPhone52A智能加長快充線手機傳輸充電線', '賣家保固 ', '有多種顏色 ', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.新北市,上架時間： 2019-02-27 10:42:17,評價總分必須 ≧ 0分,$90 - 110元,可能會提前結束販售,"['賣家保固', '有多種顏色', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元7-11取貨', '60', '元宅配/快遞', '90', '元']",161,2019-11-30 08:32:49
19,【皇冠店威信】麥多多三代iPhone8/xs/max/11 pro傳輸充電線蘋果數據線智慧斷電快充線3A快速充電線,9,21949986707350,$188 - $198,99,11,miicase,7501,1,6,"['【皇冠店威信】麥多多三代iPhone8/xs/max/11 pro傳輸充電線蘋果數據線智慧斷電快充線3A快速充電線', '賣家保固 ', '有多種顏色 ', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.新北市,上架時間： 2019-12-04 10:00:43,評價總分必須 ≧ 0分,$188 - 198元,可能會提前結束販售,"['賣家保固', '有多種顏色', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元7-11取貨', '60', '元宅配/快遞', '90', '元']",161,0
20,【今日下殺】5A 手機 快充線 Iphone Type-c 安卓 充電線 蘋果 傳輸線 Micro usb 快速充電,8,21525849207241,$79,99,3559,partsworld66,117030,79,2438,"['【今日下殺】5A 手機 快充線 Iphone Type-c 安卓 充電線 蘋果 傳輸線 Micro usb 快速充電', '到府安裝 ', '平行輸入 ', '附鑑定書 ', '有多種尺寸 ', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '郵局無摺存款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台北市,上架時間： 2015-06-18 17:42:16,其中差勁評價 ＜ 10分,$79元,可能會提前結束販售,"['到府安裝', '平行輸入', '附鑑定書', '有多種尺寸', '支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳郵局無摺存款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元宅配/快遞', '90', '元離島寄送', '120', '元']",991,2020-01-02 17:45:53
