,name,image_num,productID,price,inventory,sell_num,seller_ID,reputation,QA,buyer_num,payment,status,location,upload-time,buylimit,start_price,end,delivery,all_sell_num,update-time
10,夏日銀鹽【Griffin USB to Lightning 0.9米連接線】手機 90cm 充電線 USB iphone,1,21541810863526,$590,99,0,iel101019,3433,0,0,"['夏日銀鹽【Griffin USB to Lightning 0.9米連接線】手機 90cm 充電線 USB iphone', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '貨到付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台北市,上架時間： 2015-10-08 19:42:53,0,$590元,可能會提前結束販售,"['PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款貨到付款面交取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元郵寄寄送', '80', '元宅配/快遞', '100', '元貨到付款', '120', '元面交取貨面交取貨付款']",28486,0
11,夏日銀鹽【Griffin USB to Lightning 0.9米連接線】手機 90cm 充電線 USB iphone,1,21541810861816,$590,99,0,iel101019,3433,0,0,"['夏日銀鹽【Griffin USB to Lightning 0.9米連接線】手機 90cm 充電線 USB iphone', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '貨到付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台北市,上架時間： 2015-10-08 19:42:36,0,$590元,可能會提前結束販售,"['PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款貨到付款面交取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元郵寄寄送', '80', '元宅配/快遞', '100', '元貨到付款', '120', '元面交取貨面交取貨付款']",28486,0
12,Earldom 三合一鋁合金傳輸線 快速充電線 Micro USB Type-C iPhone 7 6S Plus,1,21541810664479,$150,6,60,go14baseball,66152,1,34,"['Earldom 三合一鋁合金傳輸線 快速充電線 Micro USB Type-C iPhone 7 6S Plus', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', '', '', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '郵局快捷貨到付款', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '宅急便「黑貓PAY貨到付款」', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.苗栗縣,上架時間： 2015-10-08 19:16:17,0,$150元,可能會提前結束販售,"['Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡6\xa0期0 利率每期', '25\xa0元\xa0更多分期PChomePay支付連 現金 (ATM、餘額、銀行支付)郵局快捷貨到付款7-11取貨付款全家、OK、萊爾富取貨付款宅急便「黑貓PAY貨到付款」面交取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元7-11取貨', '60', '元宅急便「黑貓PAY貨到付款」', '120', '元郵局快捷貨到付款', '120', '元郵寄寄送', '40', '元宅配/快遞', '80', '元面交取貨付款']",1468,2019-11-26 09:40:38
13,【原廠型原廠品質】閃電連接線 破解版 PD 18W快充線 iPhone 11 Pro Max充電線 USB-C 傳輸線,8,21540770878852,$199,19,2,a284fu06fu06,4703,0,4,"['【原廠型原廠品質】閃電連接線 破解版 PD 18W快充線 iPhone 11 Pro Max充電線 USB-C 傳輸線', '公司貨 ', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '郵局無摺存款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台中市,上架時間： 2015-10-02 02:33:25,0,$199元,可能會提前結束販售,"['公司貨', '支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳郵局無摺存款面交取貨付款', '全家、OK、萊爾富取貨付款', '65', '元7-11取貨付款', '65', '元7-11取貨', '65', '元郵寄寄送', '45', '元宅配/快遞', '90', '元面交取貨付款']",169711,2017-06-30 04:11:36
14,Micro USB /iPhone  ipad  三合一 USB 充電線 +12V 車充 (790046_P28) dd,3,21539734383143,$78,30,0,ufaa0001,18666,0,0,"['Micro USB /iPhone  ipad  三合一 USB 充電線 +12V 車充 (790046_P28) dd', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '銀行或郵局轉帳', '貨到付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台北市,上架時間： 2015-09-24 10:13:54,0,$78元,可能會提前結束販售,"['支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款銀行或郵局轉帳貨到付款', '7-11取貨付款', '70', '元7-11取貨', '70', '元宅配/快遞', '99', '元低溫寄送', '219', '元離島寄送', '200', '元貨到付款', '129', '元']",29902,0
15,【妃小舖】lignting 鋁合金 二米 200CM 迷你 編織 充電線 傳輸線 金屬 iphone ipad 8,1,21539730780735,$149,99,14,shmijing,7618,1,8,"['【妃小舖】lignting 鋁合金 二米 200CM 迷你 編織 充電線 傳輸線 金屬 iphone ipad 8', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '貨到付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台南市,上架時間： 2015-09-23 19:38:09,0,$149元,可能會提前結束販售,"['PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款貨到付款面交取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元郵寄寄送', '50', '元宅配/快遞', '120', '元貨到付款', '150', '元面交取貨付款']",8883,0
16,Econ-iPhone 5s/6/6s/ipad彎頭90度快速傳輸線/數據線/充電線1米 黑白兩色(60-020),1,21539715195198,$149,10,10,econtrol88,2003,3,7,"['Econ-iPhone 5s/6/6s/ipad彎頭90度快速傳輸線/數據線/充電線1米 黑白兩色(60-020)', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '郵局無摺存款', '貨到付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.新北市,上架時間： 2015-09-21 09:56:26,0,$149元,可能會提前結束販售,"['支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳郵局無摺存款貨到付款面交取貨付款', '全家、OK、萊爾富取貨付款', '65', '元7-11取貨付款', '65', '元便利帶隔日配一日到貨說明', '70', '元', '活動１日到貨！原價$70↘限量$60郵寄寄送', '65', '元宅配/快遞', '90', '元貨到付款', '120', '元面交取貨付款']",624,2016-04-15 17:21:18
17,Econ-iPhone 5s/6/6s/ipad彎頭90度快傳輸線/數據線/充電線3米 黑白兩色(60-020-01),1,21539715187638,$189,22,2,econtrol88,2003,1,2,"['Econ-iPhone 5s/6/6s/ipad彎頭90度快傳輸線/數據線/充電線3米 黑白兩色(60-020-01)', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '郵局無摺存款', '貨到付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.新北市,上架時間： 2015-09-21 09:54:42,0,$189元,可能會提前結束販售,"['支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳郵局無摺存款貨到付款面交取貨付款', '全家、OK、萊爾富取貨付款', '65', '元7-11取貨付款', '65', '元便利帶隔日配一日到貨說明', '70', '元', '活動１日到貨！原價$70↘限量$60郵寄寄送', '65', '元宅配/快遞', '90', '元貨到付款', '120', '元面交取貨付款']",624,2016-04-15 17:21:25
18,【易控王】iPhone 5s/6/6s/ipad彎頭90度快速傳輸線/數據線/充電線3米 黑白兩色(60-020-01),1,21538697006243,$189,39,8,econtrol,8819,2,4,"['【易控王】iPhone 5s/6/6s/ipad彎頭90度快速傳輸線/數據線/充電線3米 黑白兩色(60-020-01)', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '貨到付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.新北市,上架時間： 2015-09-18 13:35:41,0,$189元,可能會提前結束販售,"['支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳貨到付款面交取貨付款', '全家、OK、萊爾富取貨付款', '65', '元7-11取貨付款', '65', '元便利帶隔日配一日到貨說明', '70', '元', '活動１日到貨！原價$70↘限量$607-11取貨', '65', '元宅配/快遞', '90', '元貨到付款', '120', '元面交取貨付款']",999,2016-04-13 16:54:19
19,【易控王】iPhone 5s/6/6s/ipad彎頭90度 快速傳輸線/數據線/充電線 1米 黑白兩色(60-020),1,21538696999951,$149,59,7,econtrol,8819,2,3,"['【易控王】iPhone 5s/6/6s/ipad彎頭90度 快速傳輸線/數據線/充電線 1米 黑白兩色(60-020)', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '貨到付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.新北市,上架時間： 2015-09-18 13:33:39,0,$149元,可能會提前結束販售,"['支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳貨到付款面交取貨付款', '全家、OK、萊爾富取貨付款', '65', '元7-11取貨付款', '65', '元便利帶隔日配一日到貨說明', '70', '元', '活動１日到貨！原價$70↘限量$607-11取貨', '65', '元宅配/快遞', '90', '元貨到付款', '120', '元面交取貨付款']",999,2016-04-13 16:54:30
20,Apple iPhone 4S iPhone 4 3GS New iPad 2 iPod nano 車充器 充電線,3,21538667437158,$90,99,0,becky_buty,1749,0,0,"['Apple iPhone 4S iPhone 4 3GS New iPad 2 iPod nano 車充器 充電線', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '銀行或郵局轉帳', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.高雄市,上架時間： 2015-09-14 11:43:47,0,$90元,可能會提前結束販售,"['支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款銀行或郵局轉帳面交取貨付款', '7-11取貨付款', '60', '元宅配/快遞', '70', '元面交取貨付款']",424,2017-03-11 02:31:13
21,Remax黃金數據線 安卓 IOS iPhone6/6plus micro 手機充電線 雙面usb線 極速快充傳輸線 ,1,21537639770549,$180,99,23,a8912013,9953,9,14,"['Remax黃金數據線 安卓 IOS iPhone6/6plus micro 手機充電線 雙面usb線 極速快充傳輸線 ', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '郵局無摺存款', '貨到付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台南市,上架時間： 2015-09-10 17:01:13,0,$180元,可能會提前結束販售,"['Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款郵局無摺存款貨到付款面交取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '65', '元便利帶隔日配一日到貨說明', '70', '元', '活動１日到貨！原價$70↘限量$60郵寄寄送', '50', '元宅配/快遞', '50', '元貨到付款', '120', '元面交取貨付款']",1286,2016-11-29 13:34:43
22,Remax黃金數據線 安卓 IOS iPhone6/6plus micro 手機充電線 雙面usb線 極速快充傳輸線,1,21537639767668,$180,99,3,a8912013,9953,9,4,"['Remax黃金數據線 安卓 IOS iPhone6/6plus micro 手機充電線 雙面usb線 極速快充傳輸線', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '郵局無摺存款', '貨到付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台南市,上架時間： 2015-09-10 17:00:50,0,$180元,可能會提前結束販售,"['Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款郵局無摺存款貨到付款面交取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '65', '元便利帶隔日配一日到貨說明', '70', '元', '活動１日到貨！原價$70↘限量$60郵寄寄送', '50', '元宅配/快遞', '50', '元貨到付款', '120', '元面交取貨付款']",1286,2016-11-29 13:48:29
